CustomerID,Age,AnnualIncome,WebsiteVisits,AppSessions,PreviousOrders,AverageOrderValue,DaysSinceLastPurchase,ReturnRate,CancellationRate,LoyaltyTier,DiscountUsedLastCampaign,Year1Spending,FutureSpending,TotalEngagement,SpendingGrowth,SpendingGrowthRate,OrderIntensity,NetEngagementScore,Segment
LTV00663,35,94141.99,120,226,2,767.2,123,0.347,0.092,Silver,Yes,1756.28,3086.62,346,1330.34,0.757044978603296,0.016129032258064516,304.1,Low-Value Customer
LTV00664,23,80303.9,123,204,0,991.02,308,0.185,0.076,Silver,No,325.83,3693.68,327,3367.85,10.304592601658355,0.0,300.9,Medium-Value Customer
LTV00665,58,125109.36,30,224,2,2549.99,113,0.153,0.12,Gold,Yes,5360.98,4725.37,254,-635.6099999999997,-0.1185401661326599,0.017543859649122806,228.7,Medium-Value Customer
LTV00666,38,102759.38,34,161,3,924.29,316,0.218,0.035,Gold,No,3276.88,3761.85,195,484.9699999999998,0.14795233504582223,0.00946372239747634,172.7,Medium-Value Customer
LTV00667,41,65539.02,2,151,1,1919.42,145,0.214,0.073,Silver,No,2580.58,2562.46,153,-18.11999999999989,-0.007018957382688079,0.00684931506849315,125.3,Low-Engagement Customer
LTV00668,45,77284.89,99,74,6,2356.36,262,0.122,0.059,Bronze,No,13770.76,8627.75,173,-5143.01,-0.3734460954881584,0.022813688212927757,160.9,High-Value Customer
LTV00669,48,52288.12,51,90,6,1627.32,99,0.02,0.068,Bronze,Yes,10385.37,4810.48,141,-5574.890000000001,-0.5367505682928685,0.06,138.2,Medium-Value Customer
LTV00670,39,51173.35,12,101,3,1365.51,239,0.103,0.006,Bronze,Yes,4609.61,2280.72,113,-2328.89,-0.5051153751889663,0.0125,105.10000000000001,Low-Engagement Customer
LTV00671,37,72801.86,44,95,1,1363.11,155,0.047,0.354,Bronze,No,1606.03,0.0,139,-1606.03,-0.9993777340808822,0.00641025641025641,99.9,Low-Engagement Customer
LTV00672,56,78897.96,167,90,12,1405.82,111,0.007,0.078,Silver,Yes,17477.21,9126.73,257,-8350.48,-0.47776517160510146,0.10714285714285714,260.5,High-Value Customer
LTV00673,21,146519.31,117,215,3,760.24,231,0.098,0.018,Bronze,No,2492.06,5784.31,332,3292.2500000000005,1.3205658909131752,0.01293103448275862,323.4,Medium-Value Customer
LTV00674,46,88383.71,109,255,3,2134.43,191,0.085,0.092,Silver,No,6962.43,6720.08,364,-242.35000000000036,-0.03480325069685491,0.015625,349.3,Medium-Value Customer
LTV00675,59,125798.94,47,206,2,1974.03,231,0.193,0.163,Gold,No,4125.22,6296.96,253,2171.74,0.5263267591160916,0.008620689655172414,219.39999999999998,Medium-Value Customer
LTV00676,23,90723.71,104,176,1,577.04,290,0.014,0.125,Gold,Yes,1425.31,5162.42,280,3737.11,2.620124657332558,0.003436426116838488,267.1,Medium-Value Customer
LTV00677,50,60385.06,119,111,4,1409.42,326,0.067,0.117,Silver,No,5904.5,4949.19,230,-955.3100000000004,-0.16176615019896715,0.012232415902140673,215.60000000000002,Medium-Value Customer
LTV00678,59,38317.05,149,89,1,1419.86,152,0.274,0.0,Bronze,No,2014.58,3605.22,238,1590.6399999999999,0.7891723474136476,0.006535947712418301,211.6,High-Potential Customer
LTV00679,22,71166.06,32,27,4,1430.6,253,0.028,0.046,Bronze,No,6046.92,1195.93,59,-4850.99,-0.80209228958055,0.015748031496062992,55.6,Low-Engagement Customer
LTV00680,57,94479.34,20,6,1,2096.06,323,0.183,0.051,Bronze,No,2104.25,2834.02,26,729.77,0.3466429165182282,0.0030864197530864196,3.5999999999999996,Low-Engagement Customer
LTV00681,45,62526.08,28,71,3,302.85,182,0.134,0.029,Gold,No,1594.1,2574.16,99,980.06,0.6144191586734374,0.01639344262295082,85.69999999999999,Low-Engagement Customer
LTV00682,44,79818.69,110,90,18,881.3,4,0.045,0.265,Bronze,Yes,15795.16,7708.47,200,-8086.69,-0.5119402437047991,3.6,187.0,Medium-Value Customer
LTV00683,46,35760.69,80,141,38,932.43,210,0.209,0.033,Silver,No,32810.54,18298.2,221,-14512.34,-0.442293778347496,0.18009478672985782,234.79999999999998,High-Value Customer
LTV00684,56,57459.09,23,174,3,1114.09,273,0.249,0.22,Bronze,No,3838.88,1994.06,197,-1844.8200000000002,-0.48043688865277046,0.010948905109489052,153.1,Low-Engagement Customer
LTV00685,60,82089.9,123,255,13,1142.35,277,0.325,0.093,Bronze,Yes,13241.28,7949.62,378,-5291.660000000001,-0.3996033915609699,0.046762589928057555,349.2,At-Risk Valuable Customer
LTV00686,27,40677.2,160,177,3,1817.8,10,0.052,0.078,Silver,Yes,5534.36,3308.34,337,-2226.0199999999995,-0.40214547924615557,0.2727272727272727,327.0,High-Potential Customer
LTV00687,22,74386.52,33,165,6,1538.06,184,0.295,0.016,Bronze,No,8460.87,3568.96,198,-4891.910000000001,-0.5781121666960141,0.032432432432432434,172.9,Medium-Value Customer
LTV00688,54,75408.0,14,117,4,1808.36,80,0.194,0.104,Platinum,Yes,7225.71,4805.43,131,-2420.2799999999997,-0.334907585886247,0.04938271604938271,105.19999999999999,Medium-Value Customer
LTV00689,28,63136.38,126,134,7,1271.45,84,0.233,0.118,Bronze,No,8424.84,5904.84,260,-2520.0,-0.2990799730353294,0.08235294117647059,231.89999999999998,Medium-Value Customer
LTV00690,37,52334.66,67,6,15,829.25,324,0.053,0.115,Bronze,No,12452.97,5950.04,73,-6502.929999999999,-0.5221571916425043,0.046153846153846156,71.2,At-Risk Valuable Customer
LTV00691,21,62041.61,44,168,3,1455.78,51,0.068,0.104,Silver,No,4300.11,6954.76,212,2654.6500000000005,0.6172011411007858,0.057692307692307696,197.79999999999998,Medium-Value Customer
LTV00692,38,62976.96,37,152,1,1724.1,247,0.064,0.06,Bronze,No,1791.99,2246.94,189,454.95000000000005,0.2537381692033977,0.004032258064516129,177.6,Low-Engagement Customer
LTV00693,24,52370.7,6,171,6,1932.45,203,0.189,0.047,Silver,Yes,11582.0,8971.42,177,-2610.58,-0.22538029871363205,0.029411764705882353,159.4,High-Value Customer
LTV00694,30,44729.85,62,22,4,1512.34,248,0.007,0.007,Bronze,Yes,6420.09,4654.97,84,-1765.12,-0.27489413791116457,0.01606425702811245,86.6,Medium-Value Customer
LTV00695,30,79710.12,160,180,6,120.0,181,0.074,0.05,Bronze,Yes,1536.95,2772.97,340,1236.0199999999998,0.8036802236743715,0.03296703296703297,333.6,High-Potential Customer
LTV00696,43,43005.06,22,129,7,922.1,265,0.072,0.194,Silver,No,6616.89,4237.19,151,-2379.7000000000007,-0.35958591031280374,0.02631578947368421,131.4,Medium-Value Customer
LTV00697,21,104960.93,96,237,0,1496.67,111,0.095,0.036,Gold,No,7.67,4035.58,333,4027.91,464.5801614763552,0.0,319.9,Medium-Value Customer
LTV00698,39,89481.9,71,198,0,1701.67,185,0.219,0.025,Gold,Yes,264.63,3606.83,269,3342.2,12.582163159281707,0.0,244.6,Medium-Value Customer
LTV00699,28,70275.43,81,201,3,1191.36,226,0.304,0.041,Platinum,No,3325.64,7618.9,282,4293.26,1.2905694634826734,0.013215859030837005,250.5,Medium-Value Customer
LTV00700,63,107523.32,158,16,2,1758.45,77,0.409,0.136,Bronze,No,3385.48,4015.32,174,629.8400000000001,0.1859866291842858,0.02564102564102564,121.5,High-Potential Customer
LTV00701,51,92658.21,22,10,14,1368.44,26,0.021,0.086,Silver,No,19101.56,10882.67,32,-8218.890000000001,-0.43025070985250147,0.5185185185185185,35.3,High-Value Customer
LTV00702,29,66151.2,161,67,10,1886.63,220,0.042,0.01,Bronze,No,19410.69,11490.43,228,-7920.259999999998,-0.4080149641788015,0.04524886877828054,232.8,High-Value Customer
LTV00703,23,37071.6,47,122,7,1419.84,294,0.182,0.113,Bronze,Yes,10070.0,6032.09,169,-4037.91,-0.4009442955019362,0.023728813559322035,146.5,At-Risk Valuable Customer
LTV00704,26,60310.86,171,198,6,1932.6,239,0.289,0.022,Bronze,Yes,10461.1,7241.92,369,-3219.1800000000003,-0.30769921908603437,0.025,343.90000000000003,High-Potential Customer
LTV00705,56,19362.16,1,92,1,935.24,236,0.277,0.154,Bronze,No,1157.5,2667.69,93,1510.19,1.3035735865343117,0.004219409282700422,50.9,Low-Engagement Customer
LTV00706,23,39960.56,60,192,0,2368.27,248,0.173,0.006,Silver,No,145.72,2314.53,252,2168.8100000000004,14.781965648854964,0.0,234.1,Low-Value Customer
LTV00707,23,38107.36,77,7,10,1255.86,135,0.261,0.096,Silver,Yes,11935.42,6046.04,84,-5889.38,-0.4933958423044766,0.07352941176470588,58.300000000000004,Medium-Value Customer
LTV00708,33,56934.5,17,28,30,2415.78,359,0.234,0.034,Silver,No,65885.87,31244.56,45,-34641.31,-0.5257695501395043,0.08333333333333333,48.199999999999996,High-Value Customer
LTV00709,41,81451.74,99,247,2,816.17,329,0.243,0.056,Gold,No,1688.65,7276.63,346,5587.98,3.307181960761104,0.006060606060606061,318.09999999999997,Medium-Value Customer
LTV00710,33,62028.68,26,139,13,1786.43,303,0.295,0.099,Bronze,No,20566.78,10019.45,165,-10547.329999999998,-0.5128083828201195,0.04276315789473684,138.6,High-Value Customer
LTV00711,31,95620.59,113,158,0,861.27,61,0.261,0.081,Silver,Yes,811.5,5037.47,271,4225.97,5.2011938461538465,0.0,236.8,Medium-Value Customer
LTV00712,37,69574.4,139,160,0,1428.29,247,0.201,0.061,Gold,Yes,645.1,3602.33,299,2957.23,4.577046896765206,0.0,272.79999999999995,High-Potential Customer
LTV00713,40,76570.41,118,17,9,1906.72,266,0.056,0.035,Gold,No,16931.09,9521.65,135,-7409.4400000000005,-0.4375974850121869,0.033707865168539325,134.9,High-Value Customer
LTV00714,62,91237.45,141,181,7,1599.54,224,0.223,0.009,Silver,No,10789.8,7327.53,322,-3462.2699999999995,-0.3208538755235941,0.03111111111111111,305.8,High-Potential Customer
LTV00715,35,39057.31,108,97,4,1385.13,183,0.214,0.016,Silver,Yes,5376.42,4529.45,205,-846.9700000000003,-0.15750490011938814,0.021739130434782608,186.0,Medium-Value Customer
LTV00716,22,18718.66,18,71,13,825.49,5,0.1,0.169,Bronze,No,10832.09,6466.35,89,-4365.74,-0.40300043662519186,2.1666666666666665,75.1,Medium-Value Customer
LTV00717,61,73947.36,55,185,5,1949.07,229,0.18,0.05,Gold,No,9631.23,6795.45,240,-2835.7799999999997,-0.29440534538730906,0.021739130434782608,222.0,Medium-Value Customer
LTV00718,24,39644.81,57,34,8,1517.69,354,0.098,0.203,Silver,Yes,12417.32,6466.74,91,-5950.58,-0.4791775377023623,0.022535211267605635,68.9,At-Risk Valuable Customer
LTV00719,51,55264.03,153,74,7,1834.65,272,0.16,0.239,Silver,Yes,12789.9,6832.4,227,-5957.5,-0.465760814328937,0.02564102564102564,194.1,High-Potential Customer
LTV00720,48,108988.19,141,59,3,2123.66,28,0.132,0.177,Silver,No,6636.69,4122.26,200,-2514.4299999999994,-0.37881100202028106,0.10344827586206896,172.10000000000002,High-Potential Customer
LTV00721,32,96447.91,18,87,2,1450.74,252,0.256,0.331,Bronze,Yes,3047.44,2590.87,105,-456.57000000000016,-0.14977168650194858,0.007905138339920948,48.300000000000004,Low-Engagement Customer
LTV00722,32,65889.58,100,63,3,1326.53,51,0.097,0.176,Silver,No,4020.99,4905.44,163,884.4499999999998,0.219903580068573,0.057692307692307696,138.70000000000002,Medium-Value Customer
LTV00723,41,69962.6,61,67,1,1628.27,94,0.092,0.053,Gold,No,2272.41,7083.25,128,4810.84,2.116133913372423,0.010526315789473684,114.5,Medium-Value Customer
LTV00724,46,53006.2,88,69,1,1269.7,39,0.207,0.107,Bronze,No,1279.83,1652.96,157,373.1300000000001,0.29131891039404145,0.025,126.60000000000001,Low-Value Customer
LTV00725,31,42037.61,157,146,2,873.3,270,0.107,0.125,Bronze,Yes,1755.17,2753.3,303,998.1300000000001,0.5683561386426144,0.007380073800738007,281.8,High-Potential Customer
LTV00726,31,54069.13,10,107,6,1674.24,294,0.325,0.13,Platinum,Yes,8762.65,7063.72,117,-1698.9299999999994,-0.19386100540299983,0.020338983050847456,77.5,At-Risk Valuable Customer
LTV00727,58,92780.7,26,92,6,1515.82,160,0.097,0.085,Bronze,No,8806.11,7377.72,118,-1428.3900000000003,-0.16218600653335774,0.037267080745341616,105.8,Medium-Value Customer
LTV00728,33,58248.35,25,152,9,747.32,119,0.024,0.067,Silver,No,6827.23,2880.14,177,-3947.0899999999997,-0.5780546349493206,0.075,176.9,Low-Engagement Customer
LTV00729,20,76411.58,168,247,3,1848.51,67,0.068,0.079,Bronze,Yes,6118.03,5643.79,415,-474.2399999999998,-0.07750247996823023,0.04411764705882353,403.3,High-Potential Customer
LTV00730,47,42003.24,33,174,8,2483.48,364,0.034,0.132,Silver,No,19745.07,9278.79,207,-10466.279999999999,-0.5300436998349545,0.021917808219178082,198.4,High-Value Customer
LTV00731,32,60930.8,128,57,8,1116.28,359,0.026,0.059,Silver,Yes,9446.67,5336.48,185,-4110.1900000000005,-0.4350480065455293,0.022222222222222223,184.5,At-Risk Valuable Customer
LTV00732,24,71542.33,78,137,4,1607.78,282,0.199,0.201,Silver,Yes,6529.99,5117.89,215,-1412.0999999999995,-0.21621530579590528,0.014134275618374558,179.0,Medium-Value Customer
LTV00733,43,72755.15,19,228,12,3206.8,259,0.138,0.064,Platinum,No,36756.76,18913.32,247,-17843.440000000002,-0.48543327993871227,0.046153846153846156,238.79999999999998,High-Value Customer
LTV00734,39,64276.3,142,4,6,242.11,292,0.043,0.089,Bronze,Yes,2323.19,2392.28,146,69.09000000000015,0.02972648535618867,0.020477815699658702,138.79999999999998,High-Potential Customer
LTV00735,63,86644.97,113,61,3,2175.93,285,0.076,0.154,Bronze,Yes,6358.31,7246.41,174,888.0999999999995,0.13965351586885988,0.01048951048951049,154.0,Medium-Value Customer
LTV00736,21,77312.92,26,225,11,734.22,356,0.182,0.211,Platinum,No,7717.51,6160.91,251,-1556.6000000000004,-0.20167104790950588,0.03081232492997199,222.70000000000002,Medium-Value Customer
LTV00737,42,59870.91,86,219,8,821.27,237,0.007,0.293,Gold,Yes,6710.65,6307.65,305,-403.0,-0.06004484739222099,0.03361344537815126,283.0,Medium-Value Customer
LTV00738,20,111022.67,77,143,9,1917.54,24,0.255,0.08,Silver,Yes,16119.96,10673.17,220,-5446.789999999999,-0.3378700772162451,0.36,195.5,High-Value Customer
LTV00739,52,102590.5,137,20,2,1914.52,348,0.182,0.006,Bronze,No,3983.6,2657.31,157,-1326.29,-0.33285398785323494,0.0057306590257879654,140.20000000000002,Low-Value Customer
LTV00740,37,107045.08,14,41,7,972.74,100,0.126,0.17,Platinum,Yes,7330.08,8049.97,55,719.8900000000003,0.09819699143918773,0.06930693069306931,32.4,Medium-Value Customer
LTV00741,53,95385.41,167,183,7,1115.08,77,0.11,0.016,Bronze,Yes,8226.64,6767.05,350,-1459.5899999999992,-0.1774008099527932,0.08974358974358974,344.4,High-Potential Customer
LTV00742,37,65392.24,74,237,10,1751.41,109,0.021,0.076,Bronze,No,17614.69,10216.94,311,-7397.749999999998,-0.41995232659066994,0.09090909090909091,311.29999999999995,High-Value Customer
LTV00743,33,57959.36,106,250,27,1688.15,75,0.205,0.104,Bronze,Yes,41881.77,21029.41,356,-20852.359999999997,-0.49787442425608425,0.35526315789473684,352.1,High-Value Customer
LTV00744,34,80944.97,155,71,7,1380.75,277,0.041,0.041,Bronze,No,10229.57,8409.55,226,-1820.0200000000004,-0.17790015610078427,0.025179856115107913,224.8,High-Value Customer
LTV00745,24,52984.8,86,16,0,305.01,74,0.188,0.008,Gold,Yes,738.84,4304.35,102,3565.51,4.819298767301039,0.0,82.4,Medium-Value Customer
LTV00746,47,111028.74,145,79,3,1587.67,315,0.177,0.103,Bronze,Yes,4618.75,6783.24,224,2164.49,0.46852968234211806,0.00949367088607595,199.0,High-Potential Customer
LTV00747,49,106326.94,59,186,15,1732.76,51,0.137,0.09,Bronze,No,25227.34,13782.35,245,-11444.99,-0.45365608676591485,0.28846153846153844,237.3,High-Value Customer
LTV00748,64,79095.18,87,133,5,2105.44,84,0.058,0.077,Gold,No,10440.92,7896.27,220,-2544.6499999999996,-0.24369560387361708,0.058823529411764705,211.5,Medium-Value Customer
LTV00749,39,115312.7,173,170,3,1437.97,289,0.403,0.166,Gold,No,4073.61,3918.86,343,-154.75,-0.03797909493178488,0.010344827586206896,289.09999999999997,High-Potential Customer
LTV00750,26,88954.42,162,175,30,1306.69,239,0.067,0.093,Bronze,No,38630.35,18845.93,337,-19784.42,-0.5121337980681493,0.125,351.0,High-Value Customer
LTV00751,61,39273.21,129,203,11,928.33,250,0.066,0.066,Silver,No,10772.83,6592.08,332,-4180.75,-0.38804677630888923,0.043824701195219126,329.79999999999995,Medium-Value Customer
LTV00752,31,103593.67,104,253,13,472.98,351,0.374,0.066,Bronze,Yes,5651.5,5070.83,357,-580.6700000000001,-0.1027279964617426,0.036931818181818184,326.0,Medium-Value Customer
LTV00753,57,84614.91,76,160,7,1257.49,341,0.172,0.168,Bronze,Yes,8330.0,5564.54,236,-2765.46,-0.3319481454807346,0.02046783625730994,209.0,At-Risk Valuable Customer
LTV00754,34,96012.97,34,117,15,910.99,331,0.29,0.073,Silver,Yes,12540.67,7106.64,151,-5434.03,-0.4332780243779337,0.045180722891566265,129.7,At-Risk Valuable Customer
LTV00755,41,44698.88,9,237,15,2591.39,217,0.354,0.183,Gold,Yes,34178.65,16437.74,246,-17740.91,-0.5190489077565159,0.06880733944954129,207.29999999999998,High-Value Customer
LTV00756,44,80644.97,62,154,6,1821.81,37,0.037,0.118,Silver,Yes,11359.05,8490.77,216,-2868.279999999999,-0.2524883253154695,0.15789473684210525,206.5,High-Value Customer
LTV00757,27,80622.37,110,209,2,286.38,303,0.101,0.015,Bronze,Yes,591.92,5452.03,319,4860.11,8.196906833974229,0.006578947368421052,309.4,Medium-Value Customer
LTV00758,44,95528.89,6,20,4,1956.87,290,0.234,0.046,Silver,No,7467.33,5109.84,26,-2357.49,-0.3156649478531345,0.013745704467353952,1.9999999999999982,Medium-Value Customer
LTV00759,52,44584.08,10,88,0,1239.25,61,0.066,0.071,Platinum,No,719.82,3345.31,98,2625.49,3.642365639133209,0.0,84.30000000000001,Medium-Value Customer
LTV00760,33,80994.8,155,42,0,1410.95,348,0.024,0.074,Gold,Yes,147.0,4051.81,197,3904.81,26.38385135135135,0.0,187.2,High-Potential Customer
LTV00761,53,74637.39,170,27,17,637.24,171,0.108,0.032,Silver,Yes,11069.36,7173.39,197,-3895.9700000000003,-0.35192803124740296,0.09883720930232558,200.0,High-Potential Customer
LTV00762,18,69464.74,136,50,15,1274.43,166,0.024,0.029,Bronze,No,19194.72,11638.95,186,-7555.77,-0.3936174313857464,0.08982035928143713,195.7,High-Value Customer
LTV00763,42,80529.8,47,67,3,1221.65,206,0.153,0.152,Platinum,Yes,4225.18,5062.35,114,837.1700000000001,0.19809142062098634,0.014492753623188406,86.5,Medium-Value Customer
LTV00764,50,45073.85,161,127,13,970.4,197,0.196,0.094,Bronze,No,12086.2,7526.21,288,-4559.990000000001,-0.37725776027533264,0.06565656565656566,272.0,High-Potential Customer
LTV00765,20,77902.35,115,130,8,1069.94,172,0.324,0.081,Bronze,Yes,7864.71,6135.73,245,-1728.9800000000005,-0.21981232463439415,0.046242774566473986,212.5,Medium-Value Customer
LTV00766,41,71678.42,160,138,1,1788.01,263,0.089,0.009,Silver,No,1837.9,1014.28,298,-823.6200000000001,-0.44788732394366204,0.003787878787878788,289.20000000000005,High-Potential Customer
LTV00767,18,57464.86,91,42,12,1103.26,255,0.073,0.035,Gold,No,13651.28,7742.21,133,-5909.070000000001,-0.4328266047868928,0.046875,134.2,Medium-Value Customer
LTV00768,55,37761.71,137,143,8,1182.75,77,0.33,0.095,Bronze,No,8942.17,7971.91,280,-970.2600000000002,-0.10849173167903553,0.10256410256410256,245.5,Medium-Value Customer
LTV00769,24,63017.59,117,120,3,1620.99,38,0.193,0.236,Gold,Yes,4498.2,3956.04,237,-542.1599999999999,-0.12050142247510666,0.07692307692307693,197.1,Medium-Value Customer
LTV00770,64,71439.97,128,131,6,1793.65,116,0.132,0.121,Silver,No,10615.46,7801.28,259,-2814.1799999999994,-0.26507705958483335,0.05128205128205128,239.70000000000002,Medium-Value Customer
LTV00771,53,113922.89,12,123,5,1247.88,250,0.143,0.098,Bronze,No,6341.2,4788.55,135,-1552.6499999999996,-0.24481252562202385,0.0199203187250996,115.9,Medium-Value Customer
LTV00772,35,32169.74,34,142,8,1943.65,337,0.19,0.075,Bronze,No,14642.1,9001.23,176,-5640.870000000001,-0.3852237572645137,0.023668639053254437,157.5,High-Value Customer
LTV00773,41,20246.47,10,34,12,1339.57,38,0.205,0.162,Gold,No,15015.4,6303.56,44,-8711.84,-0.5801550304999867,0.3076923076923077,19.3,Medium-Value Customer
LTV00774,31,81094.73,39,177,10,1567.0,65,0.069,0.153,Gold,No,15804.36,8842.25,216,-6962.110000000001,-0.4404904412174098,0.15151515151515152,203.79999999999998,High-Value Customer
LTV00775,18,76561.83,174,5,10,1791.98,48,0.085,0.085,Silver,No,18032.26,10092.2,179,-7940.059999999998,-0.44030086628818077,0.20408163265306123,172.0,High-Value Customer
LTV00776,41,58381.29,96,118,0,1815.28,339,0.445,0.086,Bronze,No,485.07,476.53,214,-8.54000000000002,-0.017569485876519884,0.0,160.9,Low-Value Customer
LTV00777,54,33338.02,81,39,7,1933.03,336,0.388,0.012,Silver,No,12164.45,7069.25,120,-5095.200000000001,-0.41882544418825446,0.020771513353115726,86.99999999999999,At-Risk Valuable Customer
LTV00778,54,103969.76,75,23,27,815.76,253,0.132,0.032,Bronze,No,21005.57,11416.03,98,-9589.539999999999,-0.4565019420114754,0.1062992125984252,108.6,High-Value Customer
LTV00779,57,58581.97,98,156,6,1806.41,293,0.11,0.089,Gold,No,10623.21,7254.54,254,-3368.669999999999,-0.31707486956677244,0.02040816326530612,240.1,At-Risk Valuable Customer
LTV00780,38,42055.18,75,95,5,1185.86,204,0.181,0.066,Silver,Yes,6320.81,3533.3,170,-2787.51,-0.4409354283029702,0.024390243902439025,150.3,Medium-Value Customer
LTV00781,54,70701.64,40,154,7,1118.89,122,0.199,0.246,Bronze,No,8033.03,3396.49,194,-4636.54,-0.5771126072469234,0.056910569105691054,156.5,Medium-Value Customer
LTV00782,30,86283.76,11,91,2,1829.78,274,0.105,0.211,Bronze,No,3987.56,5452.86,102,1465.2999999999997,0.36737569448623053,0.007272727272727273,72.4,Medium-Value Customer
LTV00783,25,131325.34,32,217,8,2328.26,139,0.052,0.059,Bronze,Yes,18636.69,10432.48,249,-8204.21,-0.440194573469137,0.05714285714285714,245.9,High-Value Customer
LTV00784,24,58088.34,8,14,0,1541.96,330,0.15,0.102,Silver,No,345.63,71.37,22,-274.26,-0.7912183019357817,0.0,-3.1999999999999993,Low-Engagement Customer
LTV00785,59,49250.48,19,43,18,1214.5,175,0.363,0.116,Gold,No,19434.34,10035.38,62,-9398.960000000001,-0.483601521763962,0.10227272727272728,32.1,High-Value Customer
LTV00786,58,115167.14,159,104,4,1777.77,189,0.194,0.174,Bronze,Yes,6636.43,4954.17,263,-1682.2600000000002,-0.25345050719932266,0.021052631578947368,230.2,High-Potential Customer
LTV00787,29,68647.91,67,57,5,1846.4,38,0.043,0.108,Bronze,No,9589.22,6876.46,124,-2712.7599999999993,-0.2828673377670168,0.1282051282051282,113.9,Medium-Value Customer
LTV00788,44,91289.77,52,139,5,1195.84,4,0.178,0.14,Silver,No,5949.41,5666.37,191,-283.03999999999996,-0.0475664702096158,1.0,164.2,Medium-Value Customer
LTV00789,51,73580.77,116,162,11,697.03,116,0.077,0.187,Bronze,No,8032.69,5498.41,278,-2534.2799999999997,-0.31545653367257137,0.09401709401709402,262.6,Medium-Value Customer
LTV00790,56,70617.28,112,126,0,1931.57,234,0.232,0.046,Bronze,No,677.43,1629.4,238,951.9700000000001,1.4031956134015302,0.0,210.20000000000002,Low-Value Customer
LTV00791,25,95062.09,53,82,0,2522.3,128,0.078,0.041,Bronze,No,100.78,2034.23,135,1933.45,18.996364708194143,0.0,123.10000000000001,Low-Value Customer
LTV00792,47,85660.73,48,221,0,1755.74,119,0.053,0.396,Bronze,No,110.5,3628.88,269,3518.38,31.554977578475338,0.0,224.1,Medium-Value Customer
LTV00793,42,81026.9,168,79,3,1405.95,243,0.111,0.084,Bronze,Yes,4320.24,4343.4,247,23.159999999999854,0.005359572715239111,0.012295081967213115,230.5,High-Potential Customer
LTV00794,39,52068.23,161,145,0,776.13,125,0.343,0.035,Silver,Yes,286.77,2343.48,306,2056.71,7.147061889703584,0.0,268.2,High-Potential Customer
LTV00795,41,65847.59,131,174,1,1640.89,319,0.073,0.068,Silver,Yes,1660.58,3607.3,305,1946.7200000000003,1.171607746843366,0.003125,291.9,Medium-Value Customer
LTV00796,24,61071.19,62,164,2,915.85,140,0.338,0.004,Platinum,Yes,2472.99,3269.83,226,796.8400000000001,0.3220869930759624,0.014184397163120567,193.79999999999998,Medium-Value Customer
LTV00797,36,78092.71,111,184,11,1396.33,263,0.051,0.043,Platinum,Yes,15065.63,11846.14,295,-3219.49,-0.2136834846279493,0.041666666666666664,296.59999999999997,High-Value Customer
LTV00798,65,70134.15,128,44,4,1383.96,148,0.252,0.069,Bronze,No,5532.5,2806.21,172,-2726.29,-0.49268817204301074,0.026845637583892617,143.9,Low-Value Customer
LTV00799,29,39588.83,91,195,6,1164.08,352,0.197,0.028,Bronze,No,6570.86,5676.25,286,-894.6099999999997,-0.1361273672902344,0.0169971671388102,269.5,Medium-Value Customer
LTV00800,40,88895.2,155,225,0,1060.27,114,0.111,0.029,Silver,Yes,5.25,3381.87,380,3376.62,540.2592,0.0,366.0,High-Potential Customer
LTV00801,47,57371.88,58,148,6,1335.38,79,0.028,0.035,Bronze,Yes,8153.75,6239.24,206,-1914.5100000000002,-0.23477237193047,0.075,205.7,Medium-Value Customer
LTV00802,46,92182.51,110,52,1,2414.68,214,0.193,0.191,Gold,No,2287.57,1608.92,162,-678.6500000000001,-0.29653888672839374,0.004651162790697674,124.6,Low-Value Customer
LTV00803,63,71166.06,158,121,9,2262.46,313,0.38,0.113,Bronze,No,17869.03,10021.43,279,-7847.5999999999985,-0.4391486751840931,0.028662420382165606,238.7,High-Value Customer
LTV00804,21,68787.52,126,127,0,662.0,123,0.289,0.071,Gold,No,700.53,3856.68,253,3156.1499999999996,4.498952289994725,0.0,217.0,Medium-Value Customer
LTV00805,65,100425.02,23,200,11,1741.17,78,0.122,0.142,Platinum,No,18915.34,13135.86,223,-5779.48,-0.3055284478921398,0.13924050632911392,207.60000000000002,High-Value Customer
LTV00806,36,71318.76,172,29,2,1650.3,65,0.079,0.375,Gold,Yes,3910.49,4561.79,201,651.3000000000002,0.16650943758005268,0.030303030303030304,157.6,High-Potential Customer
LTV00807,43,60873.34,45,258,2,1966.66,46,0.4,0.196,Bronze,Yes,3498.07,587.78,303,-2910.29,-0.8317324317604392,0.0425531914893617,245.4,Low-Value Customer
LTV00808,63,41312.23,134,175,2,2341.91,46,0.072,0.072,Bronze,Yes,5270.15,7608.66,309,2338.51,0.44364322775864856,0.0425531914893617,296.6,Medium-Value Customer
LTV00809,59,36331.21,162,194,5,542.15,107,0.076,0.123,Gold,Yes,2804.25,2778.17,356,-26.079999999999927,-0.009296854112824143,0.046296296296296294,341.09999999999997,High-Potential Customer
LTV00810,52,79703.62,174,217,3,2705.02,302,0.094,0.077,Bronze,Yes,8057.37,6861.13,391,-1196.2399999999998,-0.1484468943471198,0.009900990099009901,376.90000000000003,High-Potential Customer
